id,name,description,xrefs,parents
CL_1000306,fibroblast of tunica adventitia of artery,A fibroblast that is part of the tunica adventitia of artery.,FMA:261285,BFO:0000050 some UBERON:0005734|CL:0000057|CL:0002503
CL_1000307,fibroblast of dense regular elastic tissue,A fibroblast that is part of the dense regular elastic tissue.,FMA:261287,BFO:0000050 some UBERON:0002521|BFO:0000050 some UBERON:0007846|CL:0000057
CL_1000308,fibrocyte of adventitia of ureter,A fibrocyte that is part of the adventitia of ureter.,FMA:261289,CL:0000135|CL:1000708
CL_1000309,epicardial adipocyte,A fat cell that is part of the epicardial fat.,FMA:261293,BFO:0000050 some UBERON:0002348|CL:0000136|CL:0002494
CL_1000310,adipocyte of epicardial fat of right ventricle,A fat cell that is part of the epicardial fat of right ventricle.,FMA:261297,BFO:0000050 some UBERON:0002080|CL:1000309
CL_1000311,adipocyte of epicardial fat of left ventricle,A fat cell that is part of the epicardial fat of left ventricle.,FMA:261300,BFO:0000050 some UBERON:0002084|CL:1000309
CL_1000312,bronchial goblet cell,A goblet cell that is part of the epithelium of bronchus.,FMA:263032,CL:0002328|CL:0019003
CL_1000313,gastric goblet cell,A goblet cell that is part of the epithelium of stomach.,FMA:263035,BFO:0000050 some UBERON:0001276|CL:0000160|CL:0002180
CL_1000314,gastric cardiac gland goblet cell,A goblet cell that is part of the epithelium of gastric cardiac gland.,FMA:263038,BFO:0000050 some (UBERON:0000483 and (BFO:0000050 some UBERON:0008859))|CL:0000152|CL:1000313
CL_1000315,principal gastric gland goblet cell,A goblet cell that is part of the epithelium of principal gastric gland.,FMA:263040,BFO:0000050 some UBERON:0009971|CL:0000152|CL:1000313
CL_1000317,intestinal villus goblet cell,A goblet cell that is part of the epithelium of intestinal villus.,FMA:263046,BFO:0000050 some UBERON:0013636|CL:1000495
CL_1000320,large intestine goblet cell,A goblet cell that is part of the epithelium of large intestine.,FMA:263054,BFO:0000050 some UBERON:0001278|CL:0002658|CL:0019031
CL_1000321,large intestine crypt goblet cell,A goblet cell that is part of the epithelium of crypt of Lieberkuhn of large intestine.,FMA:263056,BFO:0000050 some (UBERON:0000483 and (BFO:0000050 some (UBERON:0001983 and (BFO:0000050 some UBERON:0000059))))|CL:1000320
CL_1000322,pancreatic goblet cell,A goblet cell that is part of the epithelium of pancreatic duct.,FMA:263058,BFO:0000050 some UBERON:0009970|CL:0000069|CL:0000160|CL:1001599
CL_1000323,pyloric gastric gland goblet cell,A goblet cell that is part of the epithelium of pyloric gland.,FMA:263061,BFO:0000050 some (UBERON:0000483 and (BFO:0000050 some UBERON:0008861))|CL:0000152|CL:1000313
CL_1000324,duodenal goblet cell,A goblet cell that is part of the epithelium proper of duodenum.,FMA:263063,CL:1000317|CL:1001589
CL_1000325,jejunal goblet cell,A goblet cell that is part of the epithelium proper of jejunum.,FMA:263065,BFO:0000050 some (UBERON:0000483 and (BFO:0000050 some UBERON:0002115))|CL:1000317
CL_1000326,ileal goblet cell,A goblet cell that is part of the epithelium proper of ileum.,FMA:263067,BFO:0000050 some (UBERON:0000483 and (BFO:0000050 some UBERON:0002116))|CL:1000317
CL_1000327,appendix goblet cell,A goblet cell that is part of the epithelium proper of appendix.,FMA:263069,CL:1000320|CL:1001585
CL_1000329,tracheal goblet cell,A goblet cell that is part of the epithelium of trachea.,FMA:263075,BFO:0000050 some UBERON:0001901|CL:0000307|CL:0019003
CL_1000330,serous cell of epithelium of trachea,A serous secreting cell that is part of the epithelium of trachea.,FMA:263078,BFO:0000050 some UBERON:0001901|CL:0019001
CL_1000331,serous cell of epithelium of bronchus,A serous secreting cell that is part of the epithelium of bronchus.,FMA:263080,BFO:0000050 some UBERON:0002031|CL:0019001
CL_1000332,serous cell of epithelium of terminal bronchiole,A serous secreting cell that is part of the epithelium of terminal bronchiole.,FMA:263082,BFO:0000050 some UBERON:0001958|CL:1000333
CL_1000333,serous cell of epithelium of lobular bronchiole,A serous secreting cell that is part of the epithelium of bronchiole.,FMA:263084,BFO:0000050 some UBERON:0002051|CL:1000272|CL:1000331
CL_1000334,enterocyte of epithelium of small intestine,An enterocyte that is part of the epithelium of small intestine.,FMA:263086,BFO:0000050 some UBERON:0001902|CL:0000584|CL:0002254
CL_1000335,enterocyte of epithelium of intestinal villus,An enterocyte that is part of the epithelium of intestinal villus.,FMA:263088,BFO:0000050 some UBERON:0013636|CL:1000334
CL_1000336,,,,
CL_1000337,enterocyte of epithelium of duodenal gland,An enterocyte that is part of the epithelium of duodenal gland.,FMA:263092,BFO:0000050 some UBERON:0001212|CL:0000584|CL:0002254
CL_1000338,enterocyte of epithelium of crypt of Lieberkuhn of small intestine,An enterocyte that is part of the epithelium of crypt of Lieberkuhn of small intestine.,FMA:263094,BFO:0000050 some UBERON:0001983|CL:1000334
CL_1000339,enterocyte of epithelium proper of small intestine,An enterocyte that is part of the epithelium proper of small intestine.,FMA:263096,CL:1000334
CL_1000340,enterocyte of epithelium proper of duodenum,An enterocyte that is part of the epithelium proper of duodenum.,FMA:263098,BFO:0000050 some UBERON:0002114|CL:1000339
CL_1000341,enterocyte of epithelium proper of jejunum,An enterocyte that is part of the epithelium proper of jejunum.,FMA:263100,CL:1000339
CL_1000342,enterocyte of epithelium proper of ileum,An enterocyte that is part of the epithelium proper of ileum.,FMA:263102,CL:1000339
CL_1000343,paneth cell of epithelium of small intestine,A paneth cell that is part of the epithelium of small intestine.,FMA:263104,CL:0000510|CL:1001598
CL_1000344,paneth cell of epithelium proper of small intestine,A Paneth cell that is part of the epithelium proper of small intestine.,FMA:263106,CL:1000343
CL_1000345,paneth cell of epithelium of crypt of Lieberkuhn of small intestine,A paneth cell that is part of the epithelium of crypt of Lieberkuhn of small intestine.,FMA:263108,BFO:0000050 some UBERON:0001983|CL:1000343
CL_1000346,enterocyte of epithelium proper of large intestine,An enterocyte that is part of the epithelium proper of large intestine.,FMA:263090|FMA:263112,CL:0002071
CL_1000347,enterocyte of colon,A columnar cell of the colon that is part of the colonic epithelium.,FMA:263114,CL:0002071|CL:0011108
CL_1000348,basal cell of epithelium of trachea,A basal cell that is part of the epithelium of trachea.,FMA:263118,BFO:0000050 some UBERON:0001901|CL:0000307|CL:0002633
CL_1000349,basal cell of epithelium of bronchus,A basal cell found in the bronchus epithelium.,FMA:263120,CL:0002328|CL:0002329|CL:0002633
CL_1000350,basal cell of epithelium of terminal bronchiole,A basal cell that is part of the epithelium of terminal bronchiole.,FMA:263122,BFO:0000050 some UBERON:0001958|CL:1000352
CL_1000351,basal cell of epithelium of respiratory bronchiole,A basal cell that is part of the epithelium of respiratory bronchiole.,FMA:263124,BFO:0000050 some UBERON:0001955|CL:1000352
CL_1000352,basal cell of epithelium of lobular bronchiole,A basal cell that is part of the epithelium of bronchiole.,FMA:263126,BFO:0000050 some UBERON:0002051|CL:0000082|CL:1000349
CL_1000353,microfold cell of epithelium of small intestine,A M cell that is part of the epithelium of small intestine.,FMA:263128,BFO:0000050 some UBERON:0001902|CL:0000682|CL:0002254
CL_1000354,microfold cell of epithelium of intestinal villus,A M cell that is part of the epithelium of intestinal villus.,FMA:263130,BFO:0000050 some UBERON:0013636|CL:1000353
CL_1000355,microfold cell of epithelium proper of small intestine,A M cell that is part of the epithelium proper of small intestine.,FMA:263132,CL:1000353
CL_1000356,microfold cell of epithelium proper of duodenum,A M cell that is part of the epithelium proper of duodenum.,FMA:263134,BFO:0000050 some UBERON:0008346|CL:1000354
CL_1000357,microfold cell of epithelium proper of jejunum,A M cell that is part of the epithelium proper of jejunum.,FMA:263136,BFO:0000050 some UBERON:0002115|CL:1000353
CL_1000358,microfold cell of epithelium proper of ileum,A M cell that is part of the epithelium proper of ileum.,FMA:263138,BFO:0000050 some UBERON:0002116|CL:1000353
CL_1000359,microfold cell of epithelium proper of appendix,A M cell that is part of the epithelium proper of appendix.,FMA:263140,BFO:0000050 some UBERON:0009697|CL:1000360|CL:1000405
CL_1000360,microfold cell of epithelium proper of large intestine,A M cell that is part of the epithelium proper of large intestine.,FMA:263142,CL:0000682|CL:0002253
CL_1000361,transitional myocyte of interatrial septum,A transitional myocyte that is part of the interatrial septum.,FMA:263152,BFO:0000050 some UBERON:0002085|CL:0002073|CL:2000022
CL_1000362,transitional myocyte of interventricular septum,A transitional myocyte that is part of the interventricular septum.,FMA:263154,BFO:0000050 some UBERON:0002094|CL:0002073|CL:2000022
CL_1000363,transitional myocyte of atrial branch of anterior internodal tract,A transitional myocyte that is part of the atrial branch of anterior internodal tract.,FMA:263156,CL:1000480
CL_1000364,transitional myocyte of anterior internodal tract,A transitional myocyte that is part of the anterior internodal tract.,FMA:263158,CL:1000480
CL_1000365,transitional myocyte of atrial septal branch of anterior internodal tract,A transitional myocyte that is part of the atrial septal branch of anterior internodal tract.,FMA:263160,CL:1000480
CL_1000366,transitional myocyte of middle internodal tract,A transitional myocyte that is part of the middle internodal tract.,FMA:263162,CL:1000480
CL_1000367,transitional myocyte of posterior internodal tract,A transitional myocyte that is part of the posterior internodal tract.,FMA:263164,CL:1000480
CL_1000368,transitional myocyte of anterior division of left branch of atrioventricular bundle,A transitional myocyte that is part of the anterior division of left branch of atrioventricular bundle.,FMA:263166,CL:1000370
CL_1000369,transitional myocyte of septal division of left branch of atrioventricular bundle,A transitional myocyte that is part of the septal division of left branch of atrioventricular bundle.,FMA:263168,CL:1000370
CL_1000370,transitional myocyte of left branch of atrioventricular bundle,A transitional myocyte that is part of the left branch of atrioventricular bundle.,FMA:263170,BFO:0000050 some UBERON:0005986|CL:1000481
CL_1000371,transitional myocyte of right branch of atrioventricular bundle,A transitional myocyte that is part of the right branch of atrioventricular bundle.,FMA:263172,BFO:0000050 some UBERON:0005987|CL:1000481
CL_1000372,transitional myocyte of atrial part of atrioventricular bundle,A transitional myocyte that is part of the atrial part of atrioventricular bundle.,FMA:263174,CL:1000481
CL_1000373,transitional myocyte of ventricular part of atrioventricular bundle,A transitional myocyte that is part of the ventricular part of atrioventricular bundle.,FMA:263176,CL:1000481
CL_1000374,transitional myocyte of posterior division of left branch of atrioventricular bundle,A transitional myocyte that is part of the posterior division of left branch of atrioventricular bundle.,FMA:263178,CL:1000370
CL_1000375,myocardial endocrine cell of septal division of left branch of atrioventricular bundle,A myocardial endocrine cell that is part of the septal division of left branch of atrioventricular bundle.,FMA:263180,BFO:0000050 some UBERON:0005986|CL:0002074|CL:0010007|CL:2000046
CL_1000376,Purkinje myocyte of interventricular septum,A Purkinje myocyte that is part of the interventricular septum.,FMA:263182,BFO:0000050 some UBERON:0002094|CL:0002068|CL:2000022
CL_1000377,dense-core granulated cell of epithelium of trachea,A Feyrter cell that is part of the epithelium of trachea.,FMA:263184,BFO:0000050 some UBERON:0001901|CL:0000307|CL:0002066
CL_1000378,type 1 vestibular sensory cell of stato-acoustic epithelium,A type I vestibular sensory cell that is part of the stato-acoustic epithelium.,FMA:263186,BFO:0000050 some UBERON:0009969|CL:0002070
CL_1000379,type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,A type I vestibular sensory cell that is part of the epithelium of macula of utricle of membranous labyrinth.,FMA:263188,BFO:0000050 some UBERON:0003241|CL:0002070
CL_1000380,type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,A type I vestibular sensory cell that is part of the epithelium of macula of saccule of membranous labyrinth.,FMA:263190,BFO:0000050 some UBERON:0002212|BFO:0000050 some UBERON:0003242|CL:0002070
CL_1000381,type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,A type I vestibular sensory cell that is part of the epithelium of crista of ampulla of semicircular duct of membranous labyrinth.,FMA:263192,BFO:0000050 some UBERON:0006935|CL:0002070
CL_1000382,type 2 vestibular sensory cell of stato-acoustic epithelium,A type II vestibular sensory cell that is part of the stato-acoustic epithelium.,FMA:263194,BFO:0000050 some UBERON:0009969|CL:0002069
CL_1000383,type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,A type II vestibular sensory cell that is part of the epithelium of macula of utricle of membranous labyrinth.,FMA:263196,BFO:0000050 some UBERON:0003241|CL:0002069
CL_1000384,type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,A type II vestibular sensory cell that is part of the epithelium of macula of saccule of membranous labyrinth.,FMA:263198,BFO:0000050 some UBERON:0002212|BFO:0000050 some UBERON:0003242|CL:0002069
