id,name,description,xrefs
1000457,mesothelial cell of visceral peritoneum,A mesothelial cell that is part of the visceral peritoneum.,FMA:72143
1000458,melanocyte of skin,A melanocyte that is part of the skin of body.,CALOHA:TS-2374|FMA:72144
1000465,chromaffin cell of ovary,A chromaffin cell that is part of the ovary.,FMA:74319
1000466,chromaffin cell of right ovary,A chromaffin cell that is part of the right ovary.,FMA:74320
1000467,chromaffin cell of left ovary,A chromaffin cell that is part of the left ovary.,FMA:74321
1000468,myoepithelial cell of acinus of lactiferous gland,A myoepithelial cell that is part of the acinus of lactiferous gland.,FMA:74469
1000469,myoepithelial cell of main lactiferous duct,A myoepithelial cell that is part of the main lactiferous duct.,FMA:74499
1000470,myoepithelial cell of primary lactiferous duct,A myoepithelial cell that is part of the primary lactiferous duct.,FMA:74500
1000471,myoepithelial cell of secondary lactiferous duct,A myoepithelial cell that is part of the secondary lactiferous duct.,FMA:74501
1000472,myoepithelial cell of tertiary lactiferous duct,A myoepithelial cell that is part of the tertiary lactiferous duct.,FMA:74502
1000473,myoepithelial cell of quarternary lactiferous duct,A myoepithelial cell that is part of the quarternary lactiferous duct.,FMA:74503
1000477,cardiac pacemaker cell of sinoatrial node,A nodal myocyte that is part of the sinoatrial node.,FMA:83383
1000478,transitional myocyte of sinoatrial node,A transitional myocyte that is part of the sinoatrial node.,FMA:83384
1000479,Purkinje myocyte of atrioventricular node,A Purkinje myocyte that is part of the atrioventricular node.,FMA:83386
1000480,transitional myocyte of internodal tract,A transitional myocyte that is part of the internodal tract.,FMA:83387
1000481,transitional myocyte of atrioventricular bundle,A transitional myocyte that is part of the atrioventricular bundle.,FMA:83388|FMA:83885
1000482,myocardial endocrine cell of interventricular septum,A myocardial endocrine cell that is part of the interventricular septum.,FMA:83390
1000483,Purkinje myocyte of internodal tract,A Purkinje myocyte that is part of the internodal tract.,FMA:83392
1000484,Purkinje myocyte of atrioventricular bundle,A Purkinje myocyte that is part of the atrioventricular bundle.,FMA:83393
1000486,basal cell of urothelium,A basal cell that is part of the urothelium.,FMA:84150
1000487,smooth muscle cell of prostate,A smooth muscle cell that is part of the prostate gland.,FMA:84583
1000488,cholangiocyte,"An epithelial cell that is part of the bile duct. Cholangiocytes contribute to bile secretion via net release of bicarbonate and water. They are cuboidal epithelium in the small interlobular bile ducts, but become columnar and mucus secreting in larger bile ducts approaching the porta hepatis and the extrahepatic ducts.",FMA:86481
1000489,reticular cell of splenic cord,A reticular cell that is part of the splenic cord.,FMA:86497
1000490,mesothelial cell of peritoneum,A mesothelial cell that is part of the peritoneum.,FMA:86736
1000491,mesothelial cell of pleura,A mesothelial cell that is part of the pleura.,FMA:86737
1000492,mesothelial cell of parietal pleura,A mesothelial cell that is part of the parietal pleura.,FMA:86738
1000493,mesothelial cell of visceral pleura,A mesothelial cell that is part of the visceral pleura.,FMA:86739
1000494,nephron tubule epithelial cell,An epithelial cell that is part of a nephron tubule.,FMA:86785|KUPO:0001022
1000495,small intestine goblet cell,A goblet cell that is part of the small intestine.,FMA:86929
1000742,glomerular mesangial cell,Intraglomerular mesangial cells are specialized pericytes located among the glomerular capillaries within a renal corpuscle of a kidney.,KUPO:0001032
1001318,renal interstitial pericyte,A pericyte cell located in the kidney interstitium.,KUPO:0001104
1001433,epithelial cell of exocrine pancreas,An epithelial cell of the exocrine pancreas.,FMA:70986
1001434,olfactory bulb interneuron,A neuron residing in the olfactory bulb that serve to process and refine signals arising from olfactory sensory neurons,
1001435,periglomerular cell,"The small neuron in the glomerular layer of the olfactory bulb whose dendrites arborize within a glomerulus, where it receives synaptic input from olfactory receptor cell axon terminals, and also engages in dendrodendritic interactions with mitral and tufted cell dendrites; uses both GABA and dopamine as a neurotransmitter.",BTO:0003796|NIFEXT:122
1001436,hair-tylotrich neuron,The subcutaneous mechanoreceptors that innervate tylotrich hair follicles.,
1001437,hair-down neuron,The subcutaneous mechanoreceptors that innervate vellus hairs.,
1001451,sensory neuron of dorsal root ganglion,A sensory neuron of the dorsal root ganglia that senses body position and sends information about how much the muscle is stretched to the spinal cord.,
1001474,medium spiny neuron,The inhibitory projection neurons located in the striatum that integrate glutamatergic signals arising from the cerebral cortex and thalamus.,BTO:0004778
1001502,mitral cell,"The large glutaminergic nerve cells whose dendrites synapse with axons of the olfactory receptor neurons in the glomerular layer of the olfactory bulb, and whose axons pass centrally in the olfactory tract to the olfactory cortex.",
1001503,olfactory bulb tufted cell,"The principal glutaminergic neuron located in the outer third of the external plexiform layer of the olfactory bulb; a single short primary dendrite traverses the outer external plexiform layer and terminates within an olfactory glomerulus in a tuft of branches, where it receives the input from olfactory receptor neuron axon terminals; axons of the tufted cells transfer information to a number of areas in the brain, including the piriform cortex, entorhinal cortex, olfactory tubercle, and amygdala.",
1001505,parvocellular neurosecretory cell,"The secretory neurons of the paraventricular nucleus that synthesize and secrete vasopressin, corticotropin-releasing factor (CRF) and thyrotropin-releasing hormone (TRH) into blood vessels in the hypothalamo-pituitary portal system.",
1001509,glycinergic neuron,The neurons that utilize glycine as a neurotransmitter.,
1001516,intestinal enteroendocrine cell,The various hormone- or neurotransmitter-secreting cells present throughout the mucosa of the intestinal tract.,
1001517,stomach enteroendocrine cell,The various hormone- or neurotransmitter-secreting cells present throughout the mucosa of the stomach.,
1001561,vomeronasal sensory neuron,Chemosensitive cells that innervate the vomernasal organ epithelium and are responsible for receiving and transmitting pheromone signals.,
1001569,hippocampal interneuron,An interneuron of the hippocampus.,FMA:84777
1001571,hippocampal pyramidal neuron,A pyramidal neuron of the hippocampus.,NIFSTD:sao131261273|SAO:sao131261273
1001572,colon endothelial cell,A vascular endothelial cell found in colon blood vessels.,CALOHA:TS-2397
1001573,nasopharyngeal epithelial cell,Cell of the nasopharyngeal epithelium.,CALOHA:TS-2398
1001575,uterine cervix squamous cell,Squamous cell of uterine cervix epithelium.,CALOHA:TS-1251
1001576,oral mucosa squamous cell,Squamous cell of oral epithelium.,CALOHA:TS-1252
1001577,tonsil squamous cell,Squamous cell of tonsil epithelium.,CALOHA:TS-1253
1001578,vagina squamous cell,Squamous cell of vaginal epithelium.,CALOHA:TS-1254
1001579,cerebral cortex glial cell,Glial cell of cerebral cortex.,CALOHA:TS-1256
1001580,hippocampus glial cell,Glial cell of hippocampus.,CALOHA:TS-1257
1001581,lateral ventricle glial cell,Glial cell of lateral ventricle.,CALOHA:TS-1258
1001582,lateral ventricle neuron,Neuron of lateral ventricle.,CALOHA:TS-1261
1001585,appendix glandular cell,Glandular cell of appendix epithelium. Example: Goblet cells; enterocytes or absorptive cells; enteroendocrine and M cells.,CALOHA:TS-1271
1001586,mammary gland glandular cell,"Glandular cell of mammary epithelium. Example: glandular cells of large and intermediate ducts, glandular cells in terminal ducts.",CALOHA:TS-1272
1001587,uterine cervix glandular cell,Glandular cell of uterine cervix epithelium.,CALOHA:TS-1273
1001588,colon glandular cell,Glandular cell of colon epithelium. Example: Goblet cells; enterocytes or absorptive cells; enteroendocrine and M cells.,CALOHA:TS-1274
1001589,duodenum glandular cell,"Glandular cell of duodenal epithelium. Example: Enterocytes, Goblet cells, enteroendocrine cells; Paneth cells; M cells; Brunner's gland cell.",CALOHA:TS-1275
1001590,epididymis glandular cell,Glandular cell of epididymal epithelium.,CALOHA:TS-1276
1001591,oviduct glandular cell,"Glandular cell of oviduct epithelium. Example: peg cells, ciliated cells.",CALOHA:TS-1277
1001592,gallbladder glandular cell,Glandular cell of gallbladder epithelium.,CALOHA:TS-1278
1001593,parathyroid glandular cell,Glandular cell of parathyroid epithelium. Example: Parathyroid chief cell and parathyroid oxyphil cells.,CALOHA:TS-1279
1001595,rectum glandular cell,Glandular cell of rectal epithelium. Example: Goblet cell; enterocytes or absorptive cells; enteroendocrine and M cells.,CALOHA:TS-1281
1001596,salivary gland glandular cell,"Glandular cell of salivary gland. Example: Serous cells, mucous cells, cuboidal epithelial cells of the intercalated ducts, simple cuboidal epithelium of the striated ducts, epithelial cells of excretory ducts.",CALOHA:TS-1282
1001597,seminal vesicle glandular cell,Glandular cell of seminal vesicle epithelium.,CALOHA:TS-1283
1001598,small intestine glandular cell,"A glandular cell found in the epithelium of the small intestine. Example: Enterocytes, Goblet cells, enteroendocrine cells; Paneth cells; M cells; Somatostatin-secreting Cells (D-cells) .",CALOHA:TS-1286|FMA:86928
